Instance(0): 	 4.049805 5.508789 0.885773 
Instance(53): 	 4.471680 5.526367 0.997247 
Instance(54): 	 4.436523 5.614258 0.992119 
Instance(55): 	 4.436523 5.877930 0.931452 
Instance(56): 	 4.524414 5.579102 0.995888 
Instance(57): 	 4.541992 5.579102 0.995956 
Instance(58): 	 4.418945 5.543945 0.994762 
Instance(59): 	 4.700195 5.473633 0.999628 
Instance(60): 	 4.506836 5.631836 0.991496 
Instance(61): 	 4.489258 5.561523 0.996424 
Instance(62): 	 4.278320 5.456055 0.975184 
Instance(63): 	 4.331055 5.666992 0.981910 
Instance(64): 	 4.471680 5.526367 0.997247 
Instance(65): 	 4.295898 5.737305 0.971117 
Instance(66): 	 4.506836 5.579102 0.995757 
Instance(67): 	 4.383789 5.456055 0.992991 
Instance(68): 	 4.541992 5.491211 0.999057 
Instance(69): 	 4.682617 5.579102 0.995343 
Instance(70): 	 4.489258 5.649414 0.989504 
Instance(71): 	 4.418945 5.719727 0.978886 
Instance(72): 	 4.541992 5.666992 0.986459 
Instance(73): 	 4.629883 5.561523 0.996909 
Instance(74): 	 4.577148 5.614258 0.992950 
Instance(75): 	 4.383789 5.666992 0.985398 
Instance(76): 	 4.506836 5.596680 0.994613 
Instance(77): 	 4.612305 5.719727 0.971522 
Instance(78): 	 4.489258 5.456055 0.998706 
Instance(79): 	 4.208008 5.473633 0.955006 
Instance(80): 	 4.735352 5.596680 0.992836 
Instance(81): 	 4.366211 5.631836 0.987408 
Instance(82): 	 4.524414 5.825195 0.942300 
Instance(83): 	 4.366211 5.561523 0.990570 
Instance(84): 	 4.506836 5.491211 0.998663 
Instance(85): 	 4.225586 5.631836 0.967766 
Instance(86): 	 4.647461 5.614258 0.992037 
Instance(87): 	 4.331055 5.631836 0.984391 
Instance(88): 	 4.331055 5.596680 0.985957 
Instance(89): 	 4.436523 5.526367 0.996037 
Instance(90): 	 4.594727 5.666992 0.985057 
Instance(91): 	 4.647461 5.543945 0.997789 
Instance(92): 	 4.436523 5.772461 0.967112 
Instance(93): 	 4.700195 5.702148 0.970190 
Instance(94): 	 4.559570 5.579102 0.995973 
Instance(95): 	 4.682617 5.649414 0.985432 
Instance(96): 	 4.506836 5.666992 0.987039 
Instance(97): 	 4.208008 5.508789 0.958166 
Instance(98): 	 4.524414 5.807617 0.949372 
Instance(99): 	 4.243164 5.719727 0.966992 
Instance(100): 	 4.700195 5.631836 0.988214 
Instance(101): 	 4.348633 5.649414 0.984804 
Instance(102): 	 4.489258 5.772461 0.964430 
Instance(103): 	 4.506836 5.631836 0.991496 
Instance(104): 	 4.366211 5.508789 0.991267 
Instance(105): 	 4.243164 5.579102 0.971347 
Instance(106): 	 4.190430 5.631836 0.959248 
Instance(107): 	 4.594727 5.631836 0.990646 
Instance(108): 	 4.524414 5.579102 0.995888 
Instance(109): 	 4.629883 5.895508 0.881764 
Instance(110): 	 4.436523 5.543945 0.995589 
Instance(111): 	 4.243164 5.754883 0.963286 
Instance(112): 	 4.454102 5.631836 0.991078 
Instance(113): 	 4.278320 5.614258 0.978140 
Instance(114): 	 4.278320 5.508789 0.977384 
Instance(115): 	 4.489258 5.543945 0.997114 
Instance(116): 	 4.524414 5.631836 0.991448 
Instance(117): 	 4.401367 5.790039 0.963655 
Instance(118): 	 4.541992 5.543945 0.997707 
Instance(119): 	 4.594727 5.631836 0.990646 
Instance(120): 	 4.682617 5.684570 0.976941 
Instance(121): 	 4.471680 5.596680 0.994186 
Instance(122): 	 4.559570 5.596680 0.994687 
Instance(123): 	 4.102539 5.543945 0.920151 
Instance(124): 	 4.612305 5.684570 0.980742 
Instance(125): 	 4.383789 5.649414 0.987104 
Instance(126): 	 4.612305 5.561523 0.996960 
Instance(127): 	 4.541992 5.684570 0.983378 
Instance(128): 	 4.647461 5.614258 0.992037 
Instance(129): 	 4.155273 5.649414 0.949739 
Instance(130): 	 4.665039 5.491211 0.999365 
Instance(131): 	 4.506836 5.702148 0.980980 
Instance(132): 	 4.471680 5.737305 0.974513 
Instance(133): 	 4.717773 5.473633 0.999635 
Instance(134): 	 4.506836 5.579102 0.995757 
Instance(135): 	 4.594727 5.666992 0.985057 
Instance(136): 	 4.524414 5.543945 0.997579 
Instance(137): 	 4.383789 5.579102 0.991446 
Instance(138): 	 4.629883 5.649414 0.987166 
Instance(139): 	 4.471680 5.596680 0.994186 
Instance(140): 	 4.454102 5.702148 0.981897 
Instance(141): 	 4.594727 5.649414 0.988089 
Instance(142): 	 4.348633 5.543945 0.989097 
Instance(143): 	 4.577148 5.579102 0.995950 
Instance(144): 	 4.348633 5.737305 0.974408 
Instance(145): 	 4.172852 5.649414 0.954786 
Instance(146): 	 4.629883 5.631836 0.989979 
Instance(147): 	 4.612305 5.719727 0.971522 
Instance(148): 	 4.260742 5.543945 0.974532 
Instance(149): 	 4.366211 5.649414 0.986073 
Instance(150): 	 4.366211 5.543945 0.990927 
Instance(151): 	 4.278320 5.702148 0.973296 
Instance(152): 	 4.366211 5.596680 0.989379 
Instance(153): 	 4.331055 5.561523 0.986770 
Instance(154): 	 4.665039 5.438477 0.999871 
Instance(155): 	 4.594727 5.649414 0.988089 
Instance(156): 	 4.594727 5.737305 0.967449 
Instance(157): 	 4.348633 5.772461 0.967920 
Instance(158): 	 4.454102 5.473633 0.997523 
Instance(159): 	 4.559570 5.526367 0.998390 
Instance(160): 	 4.278320 5.579102 0.978538 
Instance(161): 	 4.366211 5.684570 0.982589 
Instance(162): 	 4.541992 5.543945 0.997707 
Instance(163): 	 4.084961 5.737305 0.929767 
Instance(164): 	 4.612305 5.456055 0.999724 
Instance(165): 	 4.594727 5.596680 0.994504 
Instance(166): 	 4.436523 5.719727 0.978855 
Instance(167): 	 4.594727 5.631836 0.990646 
Instance(168): 	 4.313477 5.614258 0.983228 
Instance(169): 	 4.524414 5.666992 0.986789 
Instance(170): 	 4.594727 5.684570 0.981509 
Instance(171): 	 4.366211 5.772461 0.968178 
Instance(172): 	 4.331055 5.543945 0.986942 
Instance(173): 	 4.612305 5.473633 0.999563 
Instance(174): 	 4.313477 5.666992 0.980230 
Instance(175): 	 4.436523 5.579102 0.994242 
Instance(176): 	 4.489258 5.526367 0.997646 
Instance(177): 	 4.489258 5.579102 0.995546 
Instance(178): 	 4.594727 5.561523 0.996995 
Instance(179): 	 4.401367 5.719727 0.978743 
Instance(180): 	 4.366211 5.579102 0.990060 
Instance(181): 	 4.682617 5.596680 0.993606 
Instance(182): 	 4.524414 5.596680 0.994699 
Instance(183): 	 4.172852 5.561523 0.950540 
Instance(184): 	 4.559570 5.420898 0.999745 
Instance(185): 	 4.577148 5.649414 0.988480 
Instance(186): 	 4.594727 5.456055 0.999691 
Instance(187): 	 4.524414 5.473633 0.999121 
Instance(188): 	 4.577148 5.508789 0.998911 
Instance(189): 	 4.612305 5.561523 0.996960 
Instance(190): 	 4.366211 5.614258 0.988502 
Instance(191): 	 4.471680 5.596680 0.994186 
Instance(192): 	 4.577148 5.543945 0.997828 
Instance(193): 	 4.454102 5.614258 0.992573 
Instance(194): 	 4.366211 5.719727 0.977877 
Instance(195): 	 4.612305 5.508789 0.998980 
Instance(196): 	 4.366211 5.543945 0.990927 
Instance(197): 	 4.629883 5.631836 0.989979 
Instance(198): 	 4.559570 5.649414 0.988818 
Instance(199): 	 4.155273 5.649414 0.949739 
Instance(200): 	 4.401367 5.526367 0.994088 
Instance(201): 	 4.524414 5.702148 0.980450 
Instance(202): 	 4.594727 5.649414 0.988089 
Instance(203): 	 4.208008 5.684570 0.962933 
Instance(204): 	 4.471680 5.543945 0.996739 
Instance(205): 	 4.260742 5.614258 0.975062 
Instance(206): 	 4.559570 5.614258 0.993093 
Instance(207): 	 4.120117 5.719727 0.940340 
Instance(208): 	 4.541992 5.649414 0.989098 
Instance(209): 	 4.436523 5.473633 0.996756 
Instance(210): 	 4.278320 5.631836 0.977644 
Instance(211): 	 4.418945 5.473633 0.995779 
Instance(212): 	 4.559570 5.684570 0.982830 
Instance(213): 	 4.594727 5.543945 0.997842 
Instance(214): 	 4.506836 5.579102 0.995757 
Instance(215): 	 4.348633 5.579102 0.988403 
Instance(216): 	 4.682617 5.666992 0.981524 
Instance(217): 	 4.436523 5.684570 0.984642 
Instance(218): 	 4.436523 5.579102 0.994242 
Instance(219): 	 4.471680 5.666992 0.987250 
Instance(220): 	 4.506836 5.596680 0.994613 
Instance(221): 	 4.225586 5.684570 0.966416 
Instance(222): 	 4.418945 5.772461 0.967668 
Instance(223): 	 4.278320 5.579102 0.978538 
Instance(224): 	 4.348633 5.702148 0.979496 
Instance(225): 	 4.471680 5.579102 0.995237 
Instance(226): 	 4.506836 5.508789 0.998356 
Instance(227): 	 4.612305 5.438477 0.999828 
Instance(228): 	 4.243164 5.596680 0.971572 
Instance(229): 	 4.225586 5.614258 0.967756 
Instance(230): 	 4.313477 5.561523 0.984375 
Instance(231): 	 4.559570 5.702148 0.979105 
Instance(232): 	 4.524414 5.596680 0.994699 
Instance(233): 	 4.260742 5.631836 0.974721 
Instance(234): 	 4.471680 5.508789 0.997631 
Instance(235): 	 4.577148 5.649414 0.988480 
Instance(236): 	 4.348633 5.368164 0.986762 
Instance(237): 	 4.331055 5.526367 0.986981 
Instance(238): 	 4.506836 5.561523 0.996670 
Instance(239): 	 4.084961 5.649414 0.925563 
Instance(240): 	 4.436523 5.526367 0.996037 
Instance(241): 	 4.348633 5.561523 0.988825 
Instance(242): 	 4.278320 5.596680 0.978432 
Instance(243): 	 4.383789 5.543945 0.992462 
Instance(244): 	 4.471680 5.719727 0.978333 
Instance(245): 	 4.454102 5.508789 0.997080 
Instance(246): 	 4.278320 5.684570 0.974771 
Instance(247): 	 4.260742 5.438477 0.969349 
Instance(248): 	 4.348633 5.579102 0.988403 
Instance(249): 	 4.366211 5.543945 0.990927 
Instance(250): 	 4.524414 5.666992 0.986789 
Instance(251): 	 4.577148 5.684570 0.982205 
Instance(252): 	 4.541992 5.473633 0.999288 
Instance(253): 	 4.366211 5.649414 0.986073 
Instance(254): 	 4.401367 5.649414 0.987921 
Instance(255): 	 4.454102 5.614258 0.992573 
Instance(256): 	 4.348633 5.596680 0.987811 
Instance(257): 	 4.454102 5.631836 0.991078 
Instance(258): 	 4.577148 5.631836 0.990921 
Instance(259): 	 4.348633 5.596680 0.987811 
Instance(260): 	 4.489258 5.579102 0.995546 
Instance(261): 	 4.577148 5.561523 0.997008 
Instance(262): 	 4.418945 5.631836 0.990159 
Instance(263): 	 4.471680 5.649414 0.989456 
Instance(264): 	 4.418945 5.702148 0.981828 
Instance(265): 	 4.295898 5.666992 0.978258 
Instance(266): 	 4.471680 5.790039 0.960250 
Instance(267): 	 4.594727 5.561523 0.996995 
Instance(268): 	 4.366211 5.719727 0.977877 
Instance(269): 	 4.524414 5.561523 0.996837 
Instance(270): 	 4.665039 5.719727 0.967253 
Instance(271): 	 4.629883 5.737305 0.964376 
Instance(272): 	 4.383789 5.631836 0.988538 
Instance(273): 	 4.489258 5.473633 0.998557 
Instance(274): 	 4.506836 5.456055 0.999041 
Instance(275): 	 4.190430 5.614258 0.958834 
Instance(276): 	 4.541992 5.614258 0.993190 
Instance(277): 	 4.577148 5.842773 0.925906 
Instance(278): 	 4.594727 5.631836 0.990646 
Instance(279): 	 4.506836 5.754883 0.968417 
Instance(280): 	 4.682617 5.579102 0.995343 
Instance(281): 	 4.418945 5.579102 0.993510 
Instance(282): 	 4.647461 5.631836 0.989592 
Instance(283): 	 4.418945 5.614258 0.991508 
Instance(284): 	 4.682617 5.579102 0.995343 
Instance(285): 	 4.208008 5.666992 0.963434 
Instance(286): 	 4.577148 5.526367 0.998450 
Instance(287): 	 4.454102 5.491211 0.997341 
Instance(288): 	 4.559570 5.579102 0.995973 
Instance(289): 	 4.436523 5.579102 0.994242 
Instance(290): 	 4.489258 5.596680 0.994448 
Instance(291): 	 4.559570 5.631836 0.991151 
Instance(292): 	 4.454102 5.772461 0.966381 
Instance(293): 	 4.665039 5.772461 0.945623 
Instance(294): 	 4.577148 5.579102 0.995950 
Instance(295): 	 4.541992 5.561523 0.996940 
Instance(296): 	 4.524414 5.561523 0.996837 
Instance(297): 	 4.559570 5.649414 0.988818 
Instance(298): 	 4.717773 5.684570 0.974538 
Instance(299): 	 4.506836 5.508789 0.998356 
Instance(300): 	 4.418945 5.543945 0.994762 
Instance(301): 	 4.665039 5.719727 0.967253 
Instance(302): 	 4.506836 5.596680 0.994613 
Instance(303): 	 4.647461 5.614258 0.992037 
Instance(304): 	 4.155273 5.456055 0.930737 
Instance(305): 	 4.401367 5.596680 0.991755 
Instance(306): 	 4.418945 5.526367 0.995170 
Instance(307): 	 4.594727 5.666992 0.985057 
Instance(308): 	 4.577148 5.526367 0.998450 
Instance(309): 	 4.295898 5.596680 0.981290 
Instance(310): 	 4.436523 5.561523 0.994999 
Instance(311): 	 4.366211 5.508789 0.991267 
Instance(312): 	 4.489258 5.790039 0.958961 
Instance(313): 	 4.524414 5.702148 0.980450 
Instance(314): 	 4.594727 5.561523 0.996995 
Instance(315): 	 4.506836 5.649414 0.989452 
Instance(316): 	 4.489258 5.561523 0.996424 
Instance(317): 	 4.577148 5.491211 0.999244 
Instance(318): 	 4.471680 5.614258 0.992893 
Instance(319): 	 4.577148 5.649414 0.988480 
Instance(320): 	 4.401367 5.631836 0.989448 
Instance(321): 	 4.014648 5.543945 0.874180 
Instance(322): 	 4.647461 5.614258 0.992037 
Instance(323): 	 4.629883 5.561523 0.996909 
Instance(324): 	 4.418945 5.596680 0.992615 
Instance(325): 	 4.295898 5.491211 0.980536 
Instance(326): 	 4.436523 5.579102 0.994242 
Instance(327): 	 4.313477 5.614258 0.983228 
Instance(328): 	 4.278320 5.737305 0.969475 
Instance(329): 	 4.506836 5.526367 0.997939 
Instance(330): 	 4.629883 5.508789 0.998994 
Instance(331): 	 4.454102 5.772461 0.966381 
Instance(332): 	 4.506836 5.508789 0.998356 
Instance(333): 	 4.331055 5.614258 0.985278 
Instance(334): 	 4.471680 5.614258 0.992893 
Instance(335): 	 4.471680 5.579102 0.995237 
Instance(336): 	 4.401367 5.719727 0.978743 
Instance(337): 	 4.612305 5.543945 0.997837 
Instance(338): 	 4.559570 5.702148 0.979105 
Instance(339): 	 4.489258 5.491211 0.998344 
Instance(340): 	 4.594727 5.614258 0.992769 
Instance(341): 	 4.594727 5.596680 0.994504 
Instance(342): 	 4.506836 5.561523 0.996670 
Instance(343): 	 4.331055 5.631836 0.984391 
Instance(344): 	 4.594727 5.631836 0.990646 
Instance(345): 	 4.348633 5.649414 0.984804 
Instance(346): 	 4.489258 5.543945 0.997114 
Instance(347): 	 4.383789 5.526367 0.992760 
Instance(348): 	 4.700195 5.666992 0.980628 
Instance(349): 	 4.454102 5.596680 0.993807 
Instance(350): 	 4.471680 5.790039 0.960250 
Instance(351): 	 4.295898 5.649414 0.979358 
Instance(352): 	 4.541992 5.508789 0.998735 
Instance(353): 	 4.700195 5.491211 0.999376 
Instance(354): 	 4.559570 5.684570 0.982830 
Instance(355): 	 4.489258 5.596680 0.994448 
Instance(356): 	 4.524414 5.684570 0.983846 
Instance(357): 	 4.629883 5.508789 0.998994 
Instance(358): 	 4.313477 5.614258 0.983228 
Instance(359): 	 4.471680 5.526367 0.997247 
Instance(360): 	 4.629883 5.596680 0.994206 
Instance(361): 	 4.401367 5.719727 0.978743 
Instance(362): 	 4.506836 5.684570 0.984225 
Instance(363): 	 4.647461 5.614258 0.992037 
Instance(364): 	 4.647461 5.561523 0.996845 
Instance(365): 	 4.647461 5.631836 0.989592 
Instance(366): 	 4.436523 5.614258 0.992119 
Instance(367): 	 4.383789 5.491211 0.993036 
Instance(368): 	 4.401367 5.614258 0.990717 
Instance(369): 	 4.541992 5.596680 0.994719 
Instance(370): 	 4.190430 5.684570 0.959085 
Instance(371): 	 4.172852 5.614258 0.953746 
Instance(372): 	 3.838867 5.631836 0.792922 
Instance(373): 	 4.489258 5.579102 0.995546 
Instance(374): 	 4.559570 5.491211 0.999169 
Instance(375): 	 4.541992 5.579102 0.995956 
Instance(376): 	 4.524414 5.596680 0.994699 
Instance(377): 	 4.629883 5.649414 0.987166 
Instance(378): 	 4.155273 5.526367 0.940590 
Instance(379): 	 4.506836 5.631836 0.991496 
Instance(380): 	 4.577148 5.561523 0.997008 
Instance(381): 	 4.401367 5.631836 0.989448 
Instance(382): 	 4.331055 5.666992 0.981910 
Instance(383): 	 4.190430 5.666992 0.959384 
Instance(384): 	 4.278320 5.596680 0.978432 
Instance(385): 	 4.331055 5.579102 0.986448 
Instance(386): 	 4.383789 5.666992 0.985398 
Instance(387): 	 4.612305 5.719727 0.971522 
Instance(388): 	 4.489258 5.508789 0.998047 
Instance(389): 	 4.471680 5.737305 0.974513 
Instance(390): 	 4.366211 5.579102 0.990060 
Instance(391): 	 4.401367 5.526367 0.994088 
Instance(392): 	 4.436523 5.543945 0.995589 
Instance(393): 	 4.541992 5.631836 0.991329 
Instance(394): 	 4.049805 5.561523 0.897343 
Instance(395): 	 4.665039 5.666992 0.982352 
Instance(396): 	 4.454102 5.456055 0.997642 
Instance(397): 	 4.348633 5.579102 0.988403 
Instance(398): 	 4.471680 5.737305 0.974513 
Instance(399): 	 4.454102 5.596680 0.993807 
Instance(400): 	 4.331055 5.543945 0.986942 
Instance(401): 	 4.313477 5.614258 0.983228 
Instance(402): 	 4.102539 5.719727 0.935093 
Instance(403): 	 4.524414 5.579102 0.995888 
Instance(404): 	 4.383789 5.631836 0.988538 
Instance(405): 	 4.418945 5.702148 0.981828 
Instance(406): 	 4.471680 5.543945 0.996739 
Instance(407): 	 4.577148 5.526367 0.998450 
Instance(408): 	 4.506836 5.508789 0.998356 
Instance(409): 	 4.190430 5.543945 0.955104 
Instance(410): 	 4.489258 5.649414 0.989504 
Instance(411): 	 4.735352 5.596680 0.992836 
Instance(412): 	 4.401367 5.614258 0.990717 
Instance(413): 	 4.436523 5.596680 0.993291 
Instance(414): 	 4.612305 5.526367 0.998497 
Instance(415): 	 4.788086 5.702148 0.960892 
Instance(416): 	 4.682617 5.596680 0.993606 
Instance(417): 	 4.436523 5.561523 0.994999 
Instance(418): 	 4.629883 5.719727 0.970209 
Instance(419): 	 4.506836 5.596680 0.994613 
Instance(420): 	 4.541992 5.649414 0.989098 
Instance(421): 	 4.331055 5.543945 0.986942 
Instance(422): 	 4.313477 5.579102 0.984167 
Instance(423): 	 4.524414 5.543945 0.997579 
Instance(424): 	 4.471680 5.684570 0.984678 
Instance(425): 	 4.489258 5.473633 0.998557 
Instance(426): 	 4.489258 5.596680 0.994448 
Instance(427): 	 4.401367 5.737305 0.975570 
Instance(428): 	 4.418945 5.596680 0.992615 
Instance(429): 	 4.454102 5.649414 0.989292 
Instance(430): 	 4.331055 5.614258 0.985278 
Instance(431): 	 4.418945 5.807617 0.958055 
Instance(432): 	 4.629883 5.631836 0.989979 
Instance(433): 	 4.541992 5.702148 0.979823 
Instance(434): 	 4.436523 5.825195 0.951355 
Instance(435): 	 4.331055 5.526367 0.986981 
Instance(436): 	 4.225586 5.579102 0.967125 
Instance(437): 	 4.541992 5.702148 0.979823 
Instance(438): 	 4.401367 5.790039 0.963655 
Instance(439): 	 4.594727 5.684570 0.981509 
Instance(440): 	 4.454102 5.579102 0.994810 
Instance(441): 	 4.647461 5.719727 0.968788 
Instance(442): 	 4.260742 5.790039 0.959995 
Instance(443): 	 4.295898 5.579102 0.981538 
Instance(444): 	 4.541992 5.702148 0.979823 
Instance(445): 	 4.682617 5.631836 0.988711 
Instance(446): 	 4.577148 5.772461 0.956944 
Instance(447): 	 4.383789 5.473633 0.993047 
Instance(448): 	 4.524414 5.649414 0.989312 
Instance(449): 	 4.471680 5.579102 0.995237 
Instance(450): 	 4.225586 5.666992 0.967109 
Instance(451): 	 4.506836 5.631836 0.991496 
Instance(452): 	 4.541992 5.561523 0.996940 
Instance(453): 	 4.401367 5.508789 0.994333 
Instance(454): 	 4.541992 5.772461 0.960374 
Instance(455): 	 4.506836 5.579102 0.995757 
Instance(456): 	 4.541992 5.508789 0.998735 
Instance(457): 	 4.348633 5.456055 0.988796 
Instance(458): 	 4.770508 5.579102 0.994458 
Instance(459): 	 4.313477 5.456055 0.982948 
Instance(460): 	 4.524414 5.702148 0.980450 
Instance(461): 	 4.717773 5.614258 0.990686 
Instance(462): 	 4.629883 5.649414 0.987166 
Instance(463): 	 4.348633 5.702148 0.979496 
Instance(464): 	 4.594727 5.631836 0.990646 
Instance(465): 	 4.418945 5.561523 0.994217 
Instance(466): 	 4.524414 5.649414 0.989312 
Instance(467): 	 4.489258 5.508789 0.998047 
Instance(468): 	 4.629883 5.596680 0.994206 
Instance(469): 	 4.489258 5.666992 0.987196 
Instance(470): 	 4.577148 5.737305 0.968808 
Instance(471): 	 4.313477 5.631836 0.982460 
Instance(472): 	 4.436523 5.666992 0.986985 
Instance(473): 	 4.348633 5.561523 0.988825 
Instance(474): 	 4.383789 5.614258 0.989723 
Instance(475): 	 4.559570 5.614258 0.993093 
Instance(476): 	 4.506836 5.614258 0.993205 
Instance(477): 	 4.454102 5.702148 0.981897 
Instance(478): 	 4.454102 5.666992 0.987184 
Instance(479): 	 4.577148 5.614258 0.992950 
Instance(480): 	 4.559570 5.596680 0.994687 
Instance(481): 	 4.471680 5.579102 0.995237 
Instance(482): 	 4.559570 5.579102 0.995973 
Instance(483): 	 4.700195 5.631836 0.988214 
Instance(484): 	 4.577148 5.543945 0.997828 
Instance(485): 	 4.559570 5.561523 0.996993 
Instance(486): 	 4.348633 5.561523 0.988825 
Instance(487): 	 4.243164 5.631836 0.971433 
Instance(488): 	 4.366211 5.684570 0.982589 
Instance(489): 	 4.418945 5.561523 0.994217 
Instance(490): 	 4.295898 5.666992 0.978258 
Instance(491): 	 4.102539 5.631836 0.930813 
Instance(492): 	 4.559570 5.631836 0.991151 
Instance(493): 	 4.770508 5.666992 0.976228 
Instance(494): 	 4.383789 5.684570 0.983395 
Instance(495): 	 4.541992 5.614258 0.993190 
Instance(496): 	 4.471680 5.684570 0.984678 
Instance(497): 	 4.401367 5.825195 0.953604 
Instance(498): 	 4.735352 5.579102 0.994852 
Instance(499): 	 4.559570 5.754883 0.964683 
Instance(500): 	 4.383789 5.526367 0.992760 
Instance(501): 	 4.436523 5.614258 0.992119 
Instance(502): 	 4.594727 5.561523 0.996995 
Instance(503): 	 4.348633 5.614258 0.987028 
Instance(504): 	 4.665039 5.508789 0.999001 
Instance(505): 	 4.559570 5.631836 0.991151 
Instance(506): 	 4.647461 5.526367 0.998491 
Instance(507): 	 4.436523 5.596680 0.993291 
Instance(508): 	 4.471680 5.579102 0.995237 
Instance(509): 	 4.471680 5.754883 0.970235 
Instance(510): 	 4.489258 5.666992 0.987196 
Instance(511): 	 4.471680 5.596680 0.994186 
Instance(512): 	 4.208008 5.614258 0.963502 
Instance(513): 	 4.172852 5.684570 0.954864 
Instance(514): 	 4.418945 5.579102 0.993510 
Instance(515): 	 4.594727 5.649414 0.988089 
Instance(516): 	 4.489258 5.631836 0.991460 
Instance(517): 	 4.383789 5.579102 0.991446 
Instance(518): 	 4.489258 5.561523 0.996424 
Instance(519): 	 4.278320 5.719727 0.971535 
Instance(520): 	 4.471680 5.526367 0.997247 
Instance(521): 	 4.471680 5.579102 0.995237 
Instance(522): 	 4.594727 5.754883 0.961545 
Instance(523): 	 4.225586 5.508789 0.963718 
Instance(524): 	 4.418945 5.561523 0.994217 
Instance(525): 	 4.348633 5.561523 0.988825 
Instance(526): 	 4.647461 5.631836 0.989592 
Instance(527): 	 4.577148 5.631836 0.990921 
Instance(528): 	 4.541992 5.561523 0.996940 
Instance(529): 	 4.471680 5.807617 0.954525 
Instance(530): 	 4.471680 5.579102 0.995237 
Instance(531): 	 4.524414 5.403320 0.999513 
Instance(532): 	 4.401367 5.666992 0.986111 
Instance(533): 	 4.577148 5.508789 0.998911 
Instance(534): 	 4.049805 5.684570 0.914746 
Instance(535): 	 4.506836 5.666992 0.987039 
Instance(536): 	 4.418945 5.543945 0.994762 
Instance(537): 	 4.506836 5.473633 0.998885 
Instance(538): 	 4.541992 5.543945 0.997707 
Instance(539): 	 4.331055 5.631836 0.984391 
Instance(540): 	 4.559570 5.543945 0.997786 
Instance(541): 	 4.401367 5.719727 0.978743 
Instance(542): 	 4.682617 5.596680 0.993606 
Instance(543): 	 4.577148 5.526367 0.998450 
Instance(544): 	 4.208008 5.526367 0.959500 
Instance(545): 	 4.577148 5.719727 0.973842 
Instance(546): 	 4.331055 5.684570 0.980276 
Instance(547): 	 4.506836 5.807617 0.951265 
Instance(548): 	 4.541992 5.561523 0.996940 
Instance(549): 	 4.243164 5.702148 0.968405 
Instance(550): 	 4.278320 5.666992 0.975976 
Instance(551): 	 4.717773 5.579102 0.995028 
Instance(552): 	 4.594727 5.631836 0.990646 
Instance(553): 	 4.577148 5.631836 0.990921 
Instance(554): 	 4.366211 5.649414 0.986073 
Instance(555): 	 4.471680 5.561523 0.996078 
Instance(556): 	 4.612305 5.526367 0.998497 
Instance(557): 	 4.577148 5.631836 0.990921 
Instance(558): 	 4.454102 5.596680 0.993807 
